Medical Equipment,Services,Kode RS,Hospital Name,City/Regency,Province,Year,Volume
CPAP transport,MotherChild,7311010,Rumah Sakit Umum Daerah La Patarai,Barru,South Sulawesi,2025,1
CPAP transport,MotherChild,7312011,Rumah Sakit Umum Daerah Latemmamala Soppeng,Soppeng,South Sulawesi,2025,1
CPAP transport,MotherChild,7313012,Rumah Sakit Umum Daerah Lamaddukkelleng Kabupaten Wajo,Wajo,South Sulawesi,2024,1
CPAP transport,MotherChild,7314013,Rumah Sakit Umum Daerah Nene Mallomo,Sidenreng Rappang,South Sulawesi,2025,1
CPAP transport,MotherChild,7315014,Rumah Sakit Umum Daerah Lasinrang Pinrang,Pinrang,South Sulawesi,2026,1
CPAP transport,MotherChild,7316015,Rumah Sakit Umum Daerah Massenrempulu Enrekang,Enrekang,South Sulawesi,2025,1
CPAP transport,MotherChild,7317053,Rumah Sakit Umum Daerah Andi Djemma Masamba,Luwu Utara,South Sulawesi,2025,1
CPAP transport,MotherChild,7317075,Rumah Sakit Umum Daerah Batara Guru,Luwu,South Sulawesi,2024,1
CPAP transport,MotherChild,7318054,Rumah Sakit Umum Daerah Lakipadada,Tana Toraja,South Sulawesi,2024,1
CPAP transport,MotherChild,7325016,Rumah Sakit Umum Daerah I Lagaligo,Luwu Timur,South Sulawesi,2025,1
CPAP transport,MotherChild,7326002,Rumah Sakit Umum Daerah Pongtiku,Toraja Utara,South Sulawesi,2025,1
CPAP transport,MotherChild,7371314,Rumah Sakit Umum Pusat Dr. Tadjuddin Chalid Makassar,City of Makassar,South Sulawesi,2024,1
CPAP transport,MotherChild,7371395,Rumah Sakit Umum Daerah Daya Kota Makassar,City of Makassar,South Sulawesi,2025,1
CPAP transport,MotherChild,7372078,Rumah Sakit dr. Hasri Ainun Habibie Parepare,City of Pare-pare,South Sulawesi,2024,1
CPAP transport,MotherChild,7373016,Rumah Sakit Umum Daerah Sawerigading,City of Palopo,South Sulawesi,2024,1
CPAP transport,MotherChild,7401024,Rumah Sakit Umum Daerah Kabupaten Buton Utara,Buton Utara,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7401038,Rumah Sakit Umum Daerah Kabupaten Buton,Buton,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7401039,Rumah Sakit Umum Daerah Kabupaten Buton Selatan,Buton Selatan,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7402010,"Rumah Sakit Umum Daerah dr. L.M Baharuddin, M. Kes Kab. Muna",Muna,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7403022,Rumah Sakit Umum Daerah Konawe,Konawe,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7403114,Rumah Sakit Umum Daerah Konawe Selatan,Konawe Selatan,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7404012,Rumah Sakit Benyamin Guluh Kolaka,Kolaka,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7404034,Rumah Sakit Umum Daerah H.M. Djafar Harun,Kolaka Utara,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7406036,Rumah Sakit Umum Daerah Kabupaten Bombana,Bombana,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7407012,Rumah Sakit Umum Daerah Kabupaten Wakatobi,Wakatobi,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7408013,Rumah Sakit Umum Daerah Kab.Konawe Utara,Konawe Utara,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7411908,Rumah Sakit Umum Daerah Kabupaten Kolaka Timur,Kolaka Timur,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7412002,Rumah Sakit Umum Daerah Kabupaten Konawe Kepulauan,Konawe Kepulauan,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7414002,Rumah Sakit Umum Daerah Kabupaten Buton Tengah,Buton Tengah,Southeast Sulawesi,2025,1
CPAP transport,MotherChild,7471092,Rumah Sakit Umum Daerah Kota Kendari,City of Kendari,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7472016,Rumah Sakit Umum Daerah Kota Baubau,City of Bau-Bau,Southeast Sulawesi,2024,1
CPAP transport,MotherChild,7501043,Rumah Sakit Umum Daerah Tani dan Nelayan,Boalemo,Gorontalo,2024,1
CPAP transport,MotherChild,7505002,Rumah Sakit Umum Daerah dr. Zainal Umar Sidiki,Gorontalo Utara,Gorontalo,2025,1
CPAP transport,MotherChild,7601011,Rumah Sakit Umum Daerah Kabupaten Majene,Majene,West Sulawesi,2025,1
CPAP transport,MotherChild,7602044,Rumah Sakit Umum Daerah Hajjah Andi Depu,Polewali Mandar,West Sulawesi,2024,1
CPAP transport,MotherChild,7603024,Rumah Sakit Umum Daerah Kondosapata Kab. Mamasa,Mamasa,West Sulawesi,2025,1
CPAP transport,MotherChild,7604012,Rumah Sakit Umum Daerah Kabupaten Mamuju,Mamuju,West Sulawesi,2024,1
CPAP transport,MotherChild,7604026,Rumah Sakit Umum Daerah Kabupaten Mamuju Tengah,Mamuju Tengah,West Sulawesi,2025,1
CPAP transport,MotherChild,7605013,Rumah Sakit Umum Daerah Kabupaten Pasangkayu,Mamuju Utara,West Sulawesi,2024,1
CPAP transport,MotherChild,8101015,Rumah Sakit Umum Daerah Karel Sadsuitubun,Maluku Tenggara,Maluku,2024,1
CPAP transport,MotherChild,8101063,Rumah Sakit Umum Daerah Dr. P. P. Magretti Saumlaki,Maluku Tenggara Barat (Kepulauan Tanimbar),Maluku,2025,1
CPAP transport,MotherChild,8103020,Rumah Sakit Umum Daerah Kabupaten Buru,Buru,Maluku,2025,1
CPAP transport,MotherChild,8103042,Rumah Sakit Umum Daerah Masohi,Maluku Tengah,Maluku,2024,1
CPAP transport,MotherChild,8105019,Rumah Sakit Umum Daerah Cendrawasih Dobo,Kepulauan Aru,Maluku,2025,1
CPAP transport,MotherChild,8106010,Rumah Sakit Umum Daerah Piru,Seram Bagian Barat,Maluku,2025,1
CPAP transport,MotherChild,8107021,Rumah Sakit Umum Daerah Bula,Seram Bagian Timur,Maluku,2024,1
CPAP transport,MotherChild,8108002,Rumah Sakit Umum Daerah Tiakur,Maluku Barat Daya,Maluku,2025,1
CPAP transport,MotherChild,8172002,Rumah Sakit Umum Daerah Maren Hi. Noho Renuat Kota Tual,City of Tual,Maluku,2025,1
CPAP transport,MotherChild,8201010,Rumah Sakit Umum Daerah Tobelo,Halmahera Utara,North Maluku,2024,1
CPAP transport,MotherChild,8201021,Rumah Sakit Umum Daerah Jailolo,Halmahera Barat,North Maluku,2024,1
CPAP transport,MotherChild,8202043,Rumah Sakit Umum Daerah Kota Tidore Kepulauan,City of Tidore Kepulauan,North Maluku,2025,1
CPAP transport,MotherChild,8203020,Rumah Sakit Umum Daerah Sanana,Kepulauan Sula,North Maluku,2024,1
CPAP transport,MotherChild,8204010,Rumah Sakit Umum Daerah Labuha,Halmahera Selatan,North Maluku,2024,1
CPAP transport,MotherChild,8205021,Rumah Sakit Umum Daerah Weda,Halmahera Tengah,North Maluku,2025,1
CPAP transport,MotherChild,8205032,Rumah Sakit Umum Daerah Ir. Soekarno Kab. Pulau Morotai,Pulau Morotai,North Maluku,2024,1
CPAP transport,MotherChild,8206012,Rumah Sakit Umum Daerah Maba,Halmahera Timur,North Maluku,2025,1
CPAP transport,MotherChild,8208001,Rumah Sakit Umum Daerah Bobong,Pulau Taliabu,North Maluku,2025,1
CPAP transport,MotherChild,8271069,Rumah Sakit Umum Daerah Kota Ternate,City of Ternate,North Maluku,2025,1
CPAP transport,MotherChild,9101010,Rumah Sakit Umum Daerah Fakfak,Fakfak,West Papua,2024,1
CPAP transport,MotherChild,9102011,Rumah Sakit Umum Daerah Manokwari,Manokwari,West Papua,2024,1
CPAP transport,MotherChild,9102034,Rumah Sakit Umum Daerah Kaimana,Kaimana,West Papua,2024,1
CPAP transport,MotherChild,9103035,Rumah Sakit Umum Daerah Dr. Alberth H. Torey,Teluk Wondama,West Papua,2025,1
CPAP transport,MotherChild,9104002,Rumah Sakit Umum Daerah Teluk Bintuni,Teluk Bintuni,West Papua,2025,1
CPAP transport,MotherChild,9106013,Rumah Sakit Umum Daerah Scholoo Keyen,Sorong Selatan,Southwest Papua,2024,1
CPAP transport,MotherChild,9108002,Rumah Sakit Umum Daerah Raja Ampat,Raja Ampat,Southwest Papua,2024,1
CPAP transport,MotherChild,9109002,Rumah Sakit Umum Kelas D Pratama Kab. Tambrauw,Tambrauw,Southwest Papua,2025,1
CPAP transport,MotherChild,9110011,Rumah Sakit Umum Pratama Tipe D Kab. Maybrat,Maybrat,Southwest Papua,2025,1
CPAP transport,MotherChild,9111001,Rumah Sakit Umum Elia Waran,Manokwari Selatan,West Papua,2025,1
CPAP transport,MotherChild,9171010,Rumah Sakit Umum Daerah Kabupaten Sorong,Sorong,Southwest Papua,2024,1
CPAP transport,MotherChild,9171032,Rumah Sakit Umum Daerah Sele Be Solu,City of Sorong,Southwest Papua,2025,1
CPAP transport,MotherChild,9201012,Rumah Sakit Umum Daerah Merauke,Merauke,South Papua,2024,1
CPAP transport,MotherChild,9202012,Rumah Sakit Umum Daerah Nabire,Nabire,Central Papua,2025,1
CPAP transport,MotherChild,9202013,Rumah Sakit Umum Daerah Wamena,Jayawijaya,Mountain Papua,2024,1
CPAP transport,MotherChild,9202014,Rumah Sakit Umum Daerah Dekai,Yahukimo,Mountain Papua,2025,1
CPAP transport,MotherChild,9202023,Rumah Sakit Umum Daerah Paniai,Paniai,Central Papua,2025,1
CPAP transport,MotherChild,9204014,Rumah Sakit Umum Daerah Serui,Kepulauan Yapen,Papua,2025,1
CPAP transport,MotherChild,9205015,Rumah Sakit Umum Daerah Biak,Biak Numfor,Papua,2024,1
CPAP transport,MotherChild,9211010,Rumah Sakit Umum Daerah Mulia,Puncak Jaya,Central Papua,2024,1
CPAP transport,MotherChild,9212011,Rumah Sakit Umum Daerah Kabupaten Mimika,Mimika,Central Papua,2024,1
CPAP transport,MotherChild,9213039,Rumah Sakit Umum Daerah Boven Digoel,Boven Digoel,South Papua,2025,1
CPAP transport,MotherChild,9215011,Rumah Sakit Umum Daerah Perpetua J. Safanpo,Asmat,South Papua,2025,1
CPAP transport,MotherChild,9217013,Rumah Sakit Umum Daerah Oksibil,Pegunungan Bintang,Mountain Papua,2025,1
CPAP transport,MotherChild,9218002,Rumah Sakit Umum Daerah Karubaga,Tolikara,Mountain Papua,2025,1
CPAP transport,MotherChild,9219044,Rumah Sakit Hendrik Fintay Kabupaten Sarmi,Sarmi,Papua,2025,1
CPAP transport,MotherChild,9220043,Rumah Sakit Umum Daerah Kwaingga Kabupaten Keerom,Keerom,Papua,2025,1
CPAP transport,MotherChild,9226002,Rumah Sakit Umum Daerah Rumah Rodo Fabo,Waropen,Papua,2025,1
CPAP transport,MotherChild,9227011,Rumah Sakit Umum Daerah Supiori,Supiori,Papua,2025,1
CPAP transport,MotherChild,9228002,Rumah Sakit Umum Daerah Kawera,Mamberamo Raya,Papua,2025,1
CPAP transport,MotherChild,9229002,Rumah Sakit Pratama Elvrida Sara,Nduga,Mountain Papua,2025,1
CPAP transport,MotherChild,9230002,Rumah Sakit Umum Daerah Tiom,Lanny Jaya,Mountain Papua,2025,1
CPAP transport,MotherChild,9231002,Rumah Sakit Umum Daerah Lukas Enembe Kab. Memberamo Tengah,Mamberamo Tengah,Mountain Papua,2025,1
CPAP transport,MotherChild,9232011,Rumah Sakit Umum Daerah Er Dabi,Yalimo,Mountain Papua,2025,1
CPAP transport,MotherChild,9233011,Rumah Sakit Umum Daerah Ilaga,Puncak,Central Papua,2025,1
CPAP transport,MotherChild,9234003,Rumah Sakit Umum Daerah Kabupaten Dogiyai,Dogiyai,Central Papua,2026,1
CPAP transport,MotherChild,9235002,Rumah Sakit Umum Daerah Kabupaten Intan Jaya,Intan Jaya,Central Papua,2026,1
CPAP transport,MotherChild,9236003,Rumah Sakit Umum Daerah Pratama Waghete,Deiyai,Central Papua,2025,1
CPAP transport,MotherChild,9271078,Rumah Sakit Umum Daerah Yowari Sentani,Jayapura,Papua,2024,1
CPAP transport,MotherChild,9271080,Rumah Sakit Umum Daerah Ramela Muara Tami,City of Jayapura,Papua,2026,1
CPAP transport,MotherChild,N/A,Rumah Sakit Umum Daerah Pratama Pegunungan Arfak,Pegunungan Arfak,West Papua,2026,1
CPAP transport,MotherChild,,Rumah Sakit Umum Daerah Serambi Madinah Kota Solok,City of Solok,West Sumatra,2026,1
CT Scan 128 Slice,Cardiovascular_Stroke_Cancer,1275794,Rumah Sakit Umum Haji Medan,Deli Serdang,North Sumatra,2024,1
CT Scan 128 Slice,Cardiovascular_Stroke_Cancer,7502034,Rumah Sakit Umum Daerah dr. Hasri Ainun Habibie,Gorontalo,Gorontalo,2026,1
CT Scan 128 Slice,Cardiovascular_Stroke_Cancer,9171010,Rumah Sakit Umum Daerah Kabupaten Sorong,Sorong,Southwest Papua,2024,1
CT Scan 256 Slice,Cardiovascular_Stroke_Cancer,1671013,Rumah Sakit Umum Pusat Dr. Mohammad Hoesin Palembang,City of Palembang,South Sumatra,2025,1
CT Scan 256 Slice,Cardiovascular_Stroke_Cancer,3172749,Rumah Sakit Pusat Otak Nasional Prof. Dr. dr. Mahar Mardjono,City of Jakarta Timur,Central Capitol Jakarta,2025,1
CT Scan 512 Slice,Cardiovascular_Stroke_Cancer,3174282,Rumah Sakit Jantung Dan Pembuluh Darah Harapan Kita Jakarta,City of Jakarta Barat,Central Capitol Jakarta,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1101015,Rumah Sakit Umum Daerah Simeulue,Simeulue,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1102016,Rumah Sakit Umum Daerah Aceh Singkil,Aceh Singkil,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1102027,Rumah Sakit Umum Daerah Kota Subulussalam,City of Subulussalam,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1104011,Rumah Sakit Umum Daerah H. Sahudin Kutacane,Aceh Tenggara,Aceh,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1106013,Rumah Sakit Umum Daerah Datu Beru Takengon,Aceh Tengah,Aceh,2027,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1107014,Rumah Sakit Umum Daerah Cut Nyak Dhien,Aceh Barat,Aceh,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1108015,Rumah Sakit Umum Daerah Kabupaten Aceh Besar,Aceh Besar,Aceh,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1112011,Rumah Sakit Umum Daerah Teungku Peukan,Aceh Barat Daya,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1113012,Rumah Sakit Umum Muhammad Ali Kasim,Gayo Lues,Aceh,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1114011,Rumah Sakit Umum Daerah Muda Sedia Kabupaten Aceh Tamiang,Aceh Tamiang,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1115012,Rumah Sakit Umum Daerah Sultan Iskandar Muda Nagan Raya,Nagan Raya,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1116011,Rumah Sakit Umum Daerah Teuku Umar Kabupaten Aceh Jaya,Aceh Jaya,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1117025,Rumah Sakit Umum Daerah Muyang Kute Redelong Bener Meriah,Bener Meriah,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1118012,Rumah Sakit Umum Daerah Pidie Jaya,Pidie Jaya,Aceh,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1172016,Rumah Sakit Umum Daerah Sabang,City of Sabang,Aceh,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1203022,Rumah Sakit Umum Daerah Panyabungan,Mandailing Natal,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1203033,Rumah Sakit Umum Daerah Tapanuli Selatan,Tapanuli Selatan,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1203044,Rumah Sakit Umum Daerah Gunung Tua,Padang Lawas Utara,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1203055,Rumah Sakit Umum Daerah Sibuhuan,Padang Lawas,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1205024,Rumah Sakit Umum Daerah Dr. Hadrianus Sinaga,Samosir,North Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1205035,Rumah Sakit Umum Daerah Dolok Sanggul,Humbang Hasundutan,North Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1208016,Rumah Sakit Umum Daerah H. Abdul Manan Simatupang,Asahan,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1209065,Rumah Sakit Umum Daerah Parapat,Simalungun,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1210010,Rumah Sakit Umum Daerah Sidikalang,Dairi,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1211011,Rumah Sakit Umum  Daerah Kabupaten Karo,Karo,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1212012,Rumah Sakit Umum Daerah Drs. H. Amri Tambunan,Deli Serdang,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1213013,Rumah Sakit Umum Daerah Tanjung Pura,Langkat,North Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1214022,Rumah Sakit Umum Daerah Nias Selatan,Nias Selatan,North Sumatra,2027,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1216011,Rumah Sakit Umum Daerah Salak,Pakpak Bharat,North Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1219003,Rumah Sakit Umum Daerah Batu Bara,Batu Bara,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1222002,Rumah Sakit Umum Daerah Kota Pinang,Labuhan Batu Selatan,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1223002,Rumah Sakit Umum Daerah Aek Kanopan,Labuhan Batu Utara,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1224002,Rumah Sakit Umum Daerah Tafaeri,Nias Utara,North Sumatra,2027,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1225002,Rumah Sakit Pratama Kab. Nias Barat,Nias Barat,North Sumatra,2027,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1271016,Rumah Sakit Umum Daerah Dr. FL Tobing Sibolga,City of Sibolga,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1272010,Rumah Sakit Umum Daerah Dr. Tengku Mansyur,City of Tanjung Balai,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1274012,Rumah Sakit Umum Daerah Dr. H. Kumpulan Pane,City of Tebing Tinggi,North Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1275013,Rumah Sakit Umum Daerah Dr. Pirngadi,City of Medan,North Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1277011,Rumah Sakit Umum Daerah Padang Sidempuan,City of Padang Sidempuan,North Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1301010,Rumah Sakit Umum Daerah Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1302011,Rumah Sakit Umum Daerah Dr. Muhammad Zein Painan,Pesisir Selatan,West Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1303012,Rumah Sakit Umum Daerah Muara Labuh,Solok Selatan,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1305014,Rumah Sakit Umum Daerah Prof. Dr. M.A. Hanafiah,Tanah Datar,West Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1306056,Rumah Sakit Umum Daerah Padang Pariaman,Padang Pariaman,West Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1308010,Rumah Sakit Umum Daerah dr. Achmad Darwis,Lima Puluh Kota,West Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1308016,Rumah Sakit Umum Daerah Lubuk Basung,Agam,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1312024,Rumah Sakit Umum Daerah Pasaman Barat,Pasaman Barat,West Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1373012,Rumah Sakit Umum Daerah Sawah Lunto,City of Sawah Lunto,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1374013,Rumah Sakit Umum Daerah Padang Panjang,City of Padang Panjang,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1375053,Rumah Sakit Umum Daerah Kota Bukittinggi,City of Bukittinggi,West Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1376015,Rumah Sakit Umum Daerah Dr. Adnaan WD,City of Payakumbuh,West Sumatra,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1401011,Rumah Sakit Umum Daerah Teluk Kuantan,Kuantan Singingi,Riau,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1402012,Rumah Sakit Umum Daerah Indrasari Rengat,Indragiri Hulu,Riau,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1404014,Rumah Sakit Umum Daerah Selasih Riau,Pelalawan,Riau,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1405015,Rumah Sakit Umum Daerah Tengku Rafi'an Siak Sri Indrapura,Siak,Riau,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1406016,Rumah Sakit Umum Daerah Bangkinang,Kampar,Riau,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1407011,Rumah Sakit Umum Daerah Rokan Hulu,Rokan Hulu,Riau,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1409022,Rumah Sakit Umum Daerah Dr. RM. Pratomo Bagansiapiapi,Rokan Hilir,Riau,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1410043,Rumah Sakit Umum Daerah Kabupaten Kepulauan Meranti,Kepulauan Meranti,Riau,2025,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1471398,Rumah Sakit Daerah Madani Kota Pekanbaru,City of Pekanbaru,Riau,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1501012,Rumah Sakit Umum Daerah Mayjen H. A. Thalib,City of Sungai penuh,Jambi,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1502014,Rumah Sakit Umum Daerah Kolonel Abundjani Bangko,Merangin,Jambi,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1503036,Rumah Sakit Umum Daerah Prof. Dr. H. Chatib Quzwain,Sarolangun,Jambi,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1504015,Rumah Sakit Umum Daerah Haji Abdoel Madjid Batoe,Batang Hari,Jambi,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1505016,Rumah Sakit Umum Daerah Ahmad Ripin,Muaro Jambi,Jambi,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1506011,Rumah Sakit Umum Daerah Nurdin Hamzah,Tanjung Jabung Timur,Jambi,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1508013,Rumah Sakit Umum Daerah Sultan Thaha Saifuddin,Tebo,Jambi,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1601013,Rumah Sakit Umum Daerah Dr. Ibnu Sutowo Baturaja,Ogan Komering Ulu,South Sumatra,2026,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1602014,Rumah Sakit Umum Daerah Kayuagung,Ogan Komering Ilir,South Sumatra,2024,1
CT Scan 64 Slice,Cardiovascular_Stroke_Cancer,1603085,Rumah Sakit Umum Daerah Talang Ubi,Penukal Abab Lematang Ilir,South Sumatra,2026,1
